Word,Value,Alternative,Word.on..0.left..1.right.,Crit_Reg,Condition,Item,acc,RT,Total.time.to.correct.answer,Subject
5,还,十,1,8,b,3,1,575,575,128
6,有,位,1,8,b,3,1,424,424,128
7,两只，,腼腆，,0,8,b,3,1,854,854,128
8,其它的,礼遇的,0,8,b,3,1,877,877,128
9,已经,研究,1,8,b,3,1,527,527,128
10,离开了。,越来越。,1,8,b,3,1,872,872,128
0,总监,xxx,0,NA,filler,37,1,741,741,128
1,起草,垃圾,1,NA,filler,37,0,3041,17044,128
2,的,把,0,NA,filler,37,0,1140,2886,128
3,办公室,怎么办,0,NA,filler,37,1,5762,5762,128
4,确实,剥削,1,NA,filler,37,1,631,631,128
5,有,种,0,NA,filler,37,1,538,538,128
6,一个，,生活，,0,NA,filler,37,1,540,540,128
7,另外,降低,0,NA,filler,37,1,643,643,128
8,那个,矛盾,0,NA,filler,37,0,927,2323,128
9,是由,惊愕,0,NA,filler,37,0,1014,2581,128
10,专业人士,哺乳动物,1,NA,filler,37,1,902,902,128
11,负责,粮食,0,NA,filler,37,1,517,517,128
12,的。,种。,1,NA,filler,37,1,529,529,128
0,果汁,xxx,0,8,c,8,1,647,647,128
1,旁边,死亡,0,8,c,8,1,644,644,128
2,放着,哲学,1,8,c,8,1,694,694,128
3,的,我,0,8,c,8,1,421,421,128
4,吸管,擅自,1,8,c,8,1,631,631,128
5,好像,宇宙,0,8,c,8,1,498,498,128
6,有,而,0,8,c,8,1,702,702,128
7,好几瓶，,理论上，,1,8,c,8,1,1295,1295,128
8,服务员,物理学,0,8,c,8,1,1678,1678,128
9,把它们,杠铃上,0,8,c,8,1,677,677,128
10,全部,政策,0,8,c,8,1,500,500,128
11,收起来了。,不害怕了。,0,8,c,8,1,526,526,128
0,那届,xxx,0,NA,filler,34,1,1271,1271,128
1,运动会,赤裸裸,1,NA,filler,34,1,761,761,128
2,缺席,油漆,0,NA,filler,34,1,768,768,128
3,的,说,1,NA,filler,34,1,465,465,128
4,运动员,怎么样,1,NA,filler,34,1,634,634,128
5,几乎,姑娘,1,NA,filler,34,1,535,535,128
6,有,冷,0,NA,filler,34,1,460,460,128
7,三分之一，,白白胖胖，,1,NA,filler,34,1,526,526,128
8,大部分,太阳能,1,NA,filler,34,1,749,749,128
9,都是,雄蕊,0,NA,filler,34,1,419,419,128
10,签证,巩固,1,NA,filler,34,1,1055,1055,128
11,的,痛,0,NA,filler,34,1,466,466,128
12,问题。,罚款。,0,NA,filler,34,1,536,536,128
0,散发,xxx,0,NA,filler,47,1,593,593,128
1,臭气,检修,0,NA,filler,47,1,1042,1042,128
2,的,总,1,NA,filler,47,1,484,484,128
3,垃圾,端详,1,NA,filler,47,1,633,633,128
4,这里,第二,1,NA,filler,47,1,853,853,128
5,有,不,0,NA,filler,47,1,439,439,128
6,好几堆，,玫瑰花，,0,NA,filler,47,1,457,457,128
7,物业,胸脯,0,NA,filler,47,1,830,830,128
8,已经,思想,1,NA,filler,47,1,636,636,128
9,忽视,妹妹,0,NA,filler,47,1,830,830,128
10,了,已,0,NA,filler,47,1,563,563,128
11,很久。,闪烁。,1,NA,filler,47,1,643,643,128
0,演播厅,xxx,0,7,d,13,1,840,840,128
1,两边,孩子,0,7,d,13,1,503,503,128
2,的,话,1,7,d,13,1,478,478,128
3,助理,愤怒,1,7,d,13,1,788,788,128
4,共计,管理,1,7,d,13,1,1177,1177,128
5,有,天,1,7,d,13,1,467,467,128
6,四台，,姑娘，,0,7,d,13,1,2202,2202,128
7,节目组,打量着,1,7,d,13,1,9186,9186,128
8,为了,美元,0,7,d,13,1,585,585,128
9,这次,必须,0,7,d,13,1,532,532,128
10,活动,姑娘,0,7,d,13,1,613,613,128
11,下了,天空,1,7,d,13,1,577,577,128
12,血本。,恐怖。,0,7,d,13,1,1866,1866,128
0,响彻云霄,xxx,0,NA,filler,44,1,1043,1043,128
1,的,湖,0,NA,filler,44,1,522,522,128
2,炮响,权益,1,NA,filler,44,0,1126,4383,128
3,接连,杏仙,1,NA,filler,44,1,1734,1734,128
4,有,山,1,NA,filler,44,1,624,624,128
5,好几声，,饲养员，,1,NA,filler,44,1,2593,2593,128
6,周围,综合,0,NA,filler,44,0,700,2019,128
7,的,开,1,NA,filler,44,1,519,519,128
8,人们,必须,0,NA,filler,44,1,508,508,128
9,都,香,1,NA,filler,44,1,460,460,128
10,惊慌失措。,逻辑思维。,1,NA,filler,44,1,3646,3646,128
0,树枝,xxx,0,8,a,18,1,680,680,128
1,上,她,1,8,a,18,1,647,647,128
2,系着,宾馆,0,8,a,18,1,714,714,128
3,的,但,0,8,a,18,1,538,538,128
4,绳子,羡慕,0,8,a,18,1,560,560,128
5,一共,沸腾,0,8,a,18,1,515,515,128
6,有,去,1,8,a,18,1,487,487,128
7,两根，,睡觉，,0,8,a,18,1,557,557,128
8,租客,抨击,0,8,a,18,1,706,706,128
9,准备,改革,0,8,a,18,1,489,489,128
10,把它们,黑猩猩,0,8,a,18,1,467,467,128
11,全部,困难,0,8,a,18,1,577,577,128
12,都剪断。,很理解。,1,8,a,18,1,839,839,128
0,写了,xxx,0,NA,filler,39,1,491,491,128
1,小说,倾向,0,NA,filler,39,1,725,725,128
2,的,散,0,NA,filler,39,1,383,383,128
3,书包,熄灭,1,NA,filler,39,1,564,564,128
4,仅仅,毫无,0,NA,filler,39,0,868,6613,128
5,有,都,1,NA,filler,39,0,996,2575,128
6,两个，,抵抗，,1,NA,filler,39,0,857,7701,128
7,其它的,氧化物,1,NA,filler,39,1,803,803,128
8,全部,告诉,1,NA,filler,39,0,905,2158,128
9,遗忘在,大西洋,0,NA,filler,39,0,543,1752,128
10,教室里,参谋长,0,NA,filler,39,1,635,635,128
11,了。,还。,0,NA,filler,39,1,553,553,128
0,老年人,xxx,0,NA,filler,57,1,791,791,128
1,喜欢,资料,1,NA,filler,57,1,1184,1184,128
2,听,十,1,NA,filler,57,1,509,509,128
3,的,可,0,NA,filler,57,1,487,487,128
4,不仅,化学,0,NA,filler,57,0,535,1893,128
5,有,洗,1,NA,filler,57,0,138,1671,128
6,戏曲，,召开，,0,NA,filler,57,1,664,664,128
7,流行乐,重要性,0,NA,filler,57,1,1239,1239,128
8,现在,必须,1,NA,filler,57,1,791,791,128
9,也,种,1,NA,filler,57,1,428,428,128
10,很,呢,1,NA,filler,57,1,403,403,128
11,受欢迎。,称之为。,1,NA,filler,57,1,613,613,128
0,玫瑰,xxx,0,7,c,24,1,597,597,128
1,遮住,棒槌,1,7,c,24,1,1286,1286,128
2,的,就,1,7,c,24,1,635,635,128
3,小草,驰骋,1,7,c,24,1,590,590,128
4,大约,销售,1,7,c,24,1,515,515,128
5,有,你,1,7,c,24,1,459,459,128
6,两朵，,凝结，,1,7,c,24,1,819,819,128
7,摄影师,概括性,1,7,c,24,0,3837,5350,128
8,觉得,民族,0,7,c,24,0,525,9934,128
9,这个,研究,1,7,c,24,0,3013,15303,128
10,角度,避免,1,7,c,24,1,1137,1137,128
11,还不错。,慢吞吞。,0,7,c,24,1,675,675,128
0,临时,xxx,0,NA,filler,45,1,562,562,128
1,展示,疲倦,0,NA,filler,45,1,959,959,128
2,的,把,1,NA,filler,45,1,445,445,128
3,油画,鼓吹,0,NA,filler,45,1,576,576,128
4,大约,呼吸,1,NA,filler,45,1,493,493,128
5,有,后,0,NA,filler,45,1,384,384,128
6,五六幅，,责任感，,1,NA,filler,45,1,504,504,128
7,馆长,浑浊,1,NA,filler,45,1,710,710,128
8,费了,路径,0,NA,filler,45,1,667,667,128
9,好大力气,家长会上,1,NA,filler,45,1,654,654,128
10,安排的。,打击了。,1,NA,filler,45,1,759,759,128
0,轮船,xxx,0,7,b,11,1,774,774,128
1,运输,思想,1,7,b,11,1,1062,1062,128
2,的,大,1,7,b,11,1,344,344,128
3,相机,康熙,1,7,b,11,1,1298,1298,128
4,大概,剥削,1,7,b,11,1,566,566,128
5,有,我,1,7,b,11,1,474,474,128
6,数十架，,哪一年，,1,7,b,11,1,701,701,128
7,商人,干燥,1,7,b,11,1,791,791,128
8,希望,温度,1,7,b,11,1,589,589,128
9,能够,意义,1,7,b,11,1,571,571,128
10,准时,苦闷,0,7,b,11,1,699,699,128
11,送达。,吱吱。,0,7,b,11,1,462,462,128
0,领班,xxx,0,NA,filler,35,1,548,548,128
1,打碎,震撼,1,NA,filler,35,1,1201,1201,128
2,的,圆,0,NA,filler,35,1,542,542,128
3,领带,诧异,0,NA,filler,35,1,1050,1050,128
4,有,伞,0,NA,filler,35,1,492,492,128
5,很多条，,即使是，,0,NA,filler,35,1,826,826,128
6,老板,演奏,0,NA,filler,35,1,629,629,128
7,知道后,有意义,1,NA,filler,35,1,665,665,128
8,并没有,代表团,1,NA,filler,35,1,539,539,128
9,责骂,碧绿,0,NA,filler,35,1,513,513,128
10,他。,和。,1,NA,filler,35,1,656,656,128
0,伴郎,xxx,0,NA,filler,40,1,652,652,128
1,驾驶,八百,1,NA,filler,40,1,804,804,128
2,的,花,1,NA,filler,40,1,454,454,128
3,衬衫,膨胀,1,NA,filler,40,1,699,699,128
4,至少,若干,1,NA,filler,40,1,862,862,128
5,有,里,0,NA,filler,40,1,504,504,128
6,三个，,打假，,1,NA,filler,40,1,1583,1583,128
7,然而,实践,0,NA,filler,40,1,809,809,128
8,宾客们,周期性,0,NA,filler,40,1,566,566,128
9,并不,矛盾,1,NA,filler,40,1,935,935,128
10,知情。,迄今。,0,NA,filler,40,1,1483,1483,128
0,专辑,xxx,0,8,a,6,1,2194,2194,128
1,上,人,0,8,a,6,1,2017,2017,128
2,印着,咆哮,1,8,a,6,0,2599,4601,128
3,的,气,0,8,a,6,1,715,715,128
4,照片,把握,0,8,a,6,1,735,735,128
5,竟然,蚂蚁,0,8,a,6,1,883,883,128
6,有,则,0,8,a,6,1,1736,1736,128
7,很多张，,不喜欢，,1,8,a,6,1,2158,2158,128
8,粉丝,膀胱,1,8,a,6,1,1248,1248,128
9,看到后,魅力的,1,8,a,6,1,965,965,128
10,非常得,假想敌,0,8,a,6,1,644,644,128
11,激动。,跑步。,0,8,a,6,1,679,679,128
0,电信诈骗,xxx,0,NA,filler,59,1,595,595,128
1,的,哈,0,NA,filler,59,1,410,410,128
2,对象,积极,0,NA,filler,59,1,557,557,128
3,不限于,协奏曲,0,NA,filler,59,1,617,617,128
4,有,又,0,NA,filler,59,1,2004,2004,128
5,老年人，,还不是，,1,NA,filler,59,1,810,810,128
6,很多,峡谷,0,NA,filler,59,1,604,604,128
7,大学生,有助于,1,NA,filler,59,1,642,642,128
8,也,着,0,NA,filler,59,1,1084,1084,128
9,受骗了。,基础上。,1,NA,filler,59,1,786,786,128
0,地板,xxx,0,8,b,15,1,879,879,128
1,上,年,0,8,b,15,1,520,520,128
2,堆着,考核,1,8,b,15,1,719,719,128
3,的,而,1,8,b,15,1,561,561,128
4,衣服,强烈,0,8,b,15,1,491,491,128
5,起码,剥夺,0,8,b,15,1,491,491,128
6,有,地,1,8,b,15,1,588,588,128
7,两套，,灼热，,0,8,b,15,1,492,492,128
8,主人,探索,0,8,b,15,1,734,734,128
9,很久,闪烁,1,8,b,15,1,503,503,128
10,没有,问题,0,8,b,15,1,376,376,128
11,整理,仅仅,1,8,b,15,1,473,473,128
12,了。,不。,0,8,b,15,1,331,331,128
0,不能,xxx,0,NA,filler,49,1,449,449,128
1,和,楼,0,NA,filler,49,1,649,649,128
2,牛奶,叫喊,0,NA,filler,49,1,1240,1240,128
3,一起,政府,1,NA,filler,49,1,1535,1535,128
4,服用,黑夜,0,NA,filler,49,1,1300,1300,128
5,的,都,1,NA,filler,49,1,544,544,128
6,食物,端详,1,NA,filler,49,1,864,864,128
7,还,加,0,NA,filler,49,1,616,616,128
8,有,绿,1,NA,filler,49,1,712,712,128
9,柠檬，,凄凉，,1,NA,filler,49,1,760,760,128
10,医生,积累,1,NA,filler,49,1,1031,1031,128
11,叮嘱道。,即使是。,1,NA,filler,49,0,434,8020,128
0,这首,xxx,0,NA,filler,31,1,612,612,128
1,歌,粒,0,NA,filler,31,1,517,517,128
2,借鉴,侦察,0,NA,filler,31,1,1005,1005,128
3,的,也,0,NA,filler,31,1,701,701,128
4,古诗,崇拜,0,NA,filler,31,1,726,726,128
5,听上去,静悄悄,0,NA,filler,31,1,632,632,128
6,有,北,0,NA,filler,31,1,428,428,128
7,很多，,告诉，,0,NA,filler,31,1,1102,1102,128
8,评委,欺侮,1,NA,filler,31,1,761,761,128
9,听完后,销售额,1,NA,filler,31,1,557,557,128
10,给了,凤凰,0,NA,filler,31,1,507,507,128
11,很多,容易,0,NA,filler,31,1,509,509,128
12,建议。,辐射。,1,NA,filler,31,1,725,725,128
0,行李,xxx,0,8,c,12,1,540,540,128
1,里,过,0,8,c,12,1,625,625,128
2,藏着,舞蹈,0,8,c,12,1,817,817,128
3,的,于,0,8,c,12,1,615,615,128
4,戒指,厌恶,1,8,c,12,1,900,900,128
5,听说,兴趣,0,8,c,12,1,508,508,128
6,有,其,1,8,c,12,1,468,468,128
7,两件，,痉挛，,1,8,c,12,1,617,617,128
8,新郎,纵横,0,8,c,12,1,1459,1459,128
9,为此,抑制,0,8,c,12,1,526,526,128
10,准备了,胜利后,0,8,c,12,1,495,495,128
11,很久。,暂时。,1,8,c,12,1,599,599,128
0,茶室,xxx,0,NA,filler,28,1,1172,1172,128
1,里,而,0,NA,filler,28,1,542,542,128
2,的,蓝,1,NA,filler,28,1,547,547,128
3,客人,拒绝,1,NA,filler,28,0,6148,7485,128
4,好像,宇宙,0,NA,filler,28,0,622,5990,128
5,有,地,0,NA,filler,28,1,530,530,128
6,十几个，,生气了，,1,NA,filler,28,0,2204,5014,128
7,周末,深厚,1,NA,filler,28,1,933,933,128
8,的,女,1,NA,filler,28,1,559,559,128
9,时候,轻轻,0,NA,filler,28,1,2640,2640,128
10,客人,飞船,0,NA,filler,28,1,1295,1295,128
11,会更多。,自行车。,0,NA,filler,28,1,869,869,128
0,桌子,xxx,0,8,b,7,1,736,736,128
1,上,几,0,8,b,7,1,1136,1136,128
2,丢着,房间,0,8,b,7,0,1063,2675,128
3,的,之,1,8,b,7,1,547,547,128
4,扇子,取缔,1,8,b,7,0,2264,8046,128
5,至少,秩序,1,8,b,7,0,780,6176,128
6,有,则,0,8,b,7,1,60409,60409,128
7,两把，,腼腆，,1,8,b,7,1,9970,9970,128
8,老人,缺乏,0,8,b,7,1,826,826,128
9,还一直,芭蕾舞,0,8,b,7,1,1671,1671,128
10,抱怨,棉袄,0,8,b,7,1,1293,1293,128
11,找不到。,躺下去。,0,8,b,7,1,1156,1156,128
0,濒临,xxx,0,NA,filler,41,1,993,993,128
1,倒闭,珊瑚,1,NA,filler,41,0,2491,3966,128
2,的,对,1,NA,filler,41,1,629,629,128
3,公司,广泛,0,NA,filler,41,1,897,897,128
4,这栋楼,山海关,0,NA,filler,41,1,748,748,128
5,里,与,0,NA,filler,41,1,1052,1052,128
6,已经,影响,0,NA,filler,41,1,1156,1156,128
7,有,种,0,NA,filler,41,1,633,633,128
8,好几家，,加拿大，,0,NA,filler,41,1,644,644,128
9,毕竟,繁殖,0,NA,filler,41,1,642,642,128
10,最近,命令,1,NA,filler,41,1,1309,1309,128
11,经济,必须,1,NA,filler,41,0,767,6676,128
12,不景气。,责骂了。,0,NA,filler,41,1,1256,1256,128
0,桌子,xxx,0,8,d,1,1,591,591,128
1,下面,哎呦,1,8,d,1,1,967,967,128
2,藏着,膀胱,0,8,d,1,1,681,681,128
3,的,也,1,8,d,1,1,484,484,128
4,点心,倾向,0,8,d,1,1,2902,2902,128
5,竟然,蚂蚁,1,8,d,1,1,890,890,128
6,有,何,0,8,d,1,1,554,554,128
7,三本，,拥挤，,1,8,d,1,0,3019,4421,128
8,老师,逐步,0,8,d,1,0,567,1842,128
9,发现后,跳下去,0,8,d,1,1,588,588,128
10,非常,阶段,0,8,d,1,1,955,955,128
11,生气。,这类。,0,8,d,1,1,718,718,128
0,当下,xxx,0,NA,filler,60,1,900,900,128
1,流行的,自觉性,0,NA,filler,60,1,2696,2696,128
2,社交软件,面目狰狞,0,NA,filler,60,0,1213,2451,128
3,不止,世纪,0,NA,filler,60,1,604,604,128
4,有,乐,0,NA,filler,60,1,485,485,128
5,微博，,剥削，,1,NA,filler,60,0,1185,2462,128
6,小红书,垃圾堆,0,NA,filler,60,1,1133,1133,128
7,现在,必须,1,NA,filler,60,1,788,788,128
8,也,与,0,NA,filler,60,1,519,519,128
9,很火。,峡谷。,0,NA,filler,60,1,397,397,128
0,投诉,xxx,0,NA,filler,51,1,493,493,128
1,商家,枯燥,0,NA,filler,51,1,672,672,128
2,的,羊,0,NA,filler,51,1,482,482,128
3,有,山,0,NA,filler,51,1,901,901,128
4,两条,打卡,1,NA,filler,51,1,1493,1493,128
5,电话热线，,乡镇企业，,0,NA,filler,51,1,3738,3738,128
6,在,盐,1,NA,filler,51,1,593,593,128
7,昨天,描写,0,NA,filler,51,1,594,594,128
8,才被,肥沃,0,NA,filler,51,1,566,566,128
9,开通。,伤心。,1,NA,filler,51,1,797,797,128
0,教学楼,xxx,0,7,c,20,1,640,640,128
1,附近,一些,0,7,c,20,1,3811,3811,128
2,的,不,1,7,c,20,1,688,688,128
3,操场,灿烂,0,7,c,20,1,688,688,128
4,一共,沸腾,1,7,c,20,1,708,708,128
5,有,雨,1,7,c,20,1,861,861,128
6,两栋，,唾液，,0,7,c,20,1,3872,3872,128
7,其余的,葡萄糖,1,7,c,20,1,860,860,128
8,都在,尺寸,1,7,c,20,1,726,726,128
9,学校,怎样,0,7,c,20,0,4767,6266,128
10,另一头。,下雨了。,0,7,c,20,1,2234,2234,128
0,那面,xxx,0,NA,filler,33,1,783,783,128
1,镜子,疲劳,0,NA,filler,33,1,3423,3423,128
2,勾起,梯田,1,NA,filler,33,1,1077,1077,128
3,的,也,0,NA,filler,33,1,484,484,128
4,回忆,贷款,1,NA,filler,33,1,1084,1084,128
5,竟然,氢气,1,NA,filler,33,1,897,897,128
6,有,吐,1,NA,filler,33,1,457,457,128
7,这么多，,谁知道，,1,NA,filler,33,0,563,2134,128
8,外祖母,下馆子,1,NA,filler,33,0,3329,4586,128
9,看着,蚯蚓,0,NA,filler,33,1,567,567,128
10,入迷了。,飞行棋。,1,NA,filler,33,0,665,1933,128
0,空调,xxx,0,7,d,17,1,620,620,128
1,挨着,沮丧,1,7,d,17,0,2794,4550,128
2,的,种,1,7,d,17,1,487,487,128
3,餐桌,拒绝,1,7,d,17,1,1516,1516,128
4,一共,沸腾,0,7,d,17,1,523,523,128
5,有,我,0,7,d,17,1,395,395,128
6,两扇，,蜻蜓，,0,7,d,17,1,3432,3432,128
7,老板,演奏,1,7,d,17,1,2849,2849,128
8,认为,组织,0,7,d,17,1,824,824,128
9,这个,闪耀,1,7,d,17,1,2013,2013,128
10,布局,残酷,1,7,d,17,0,7171,8593,128
11,不太好。,芭蕾舞。,1,7,d,17,1,775,775,128
0,这次,xxx,0,NA,filler,48,1,695,695,128
1,会议,而是,1,NA,filler,48,1,1376,1376,128
2,商讨,蜘蛛,0,NA,filler,48,1,2183,2183,128
3,的,月,1,NA,filler,48,1,427,427,128
4,话题,诚恳,1,NA,filler,48,0,1671,3160,128
5,有,丝,0,NA,filler,48,1,523,523,128
6,气候变暖，,目瞪口呆，,0,NA,filler,48,1,879,879,128
7,与会方,椭圆形,0,NA,filler,48,1,670,670,128
8,最终,婚姻,0,NA,filler,48,1,853,853,128
9,达成了,小时候,0,NA,filler,48,1,704,704,128
10,一致。,曾经。,0,NA,filler,48,1,613,613,128
0,田地,xxx,0,NA,filler,30,1,554,554,128
1,里,大,1,NA,filler,30,1,435,435,128
2,的,咋,1,NA,filler,30,1,385,385,128
3,农户,诚恳,0,NA,filler,30,1,1087,1087,128
4,看上去,开汽车,1,NA,filler,30,1,799,799,128
5,有,么,0,NA,filler,30,1,595,595,128
6,很多个，,老朋友，,0,NA,filler,30,1,779,779,128
7,现在,材料,1,NA,filler,30,0,4207,5662,128
8,正是,脑筋,1,NA,filler,30,1,551,551,128
9,耕种,必须,1,NA,filler,30,0,517,2026,128
10,的,对,1,NA,filler,30,1,462,462,128
11,季节。,难过。,1,NA,filler,30,1,890,890,128
0,石头,xxx,0,7,a,14,1,733,733,128
1,砸中,怨恨,1,7,a,14,1,2023,2023,128
2,的,也,1,7,a,14,1,473,473,128
3,蛋糕,融洽,0,7,a,14,1,1403,1403,128
4,看起来,推开了,1,7,a,14,1,818,818,128
5,有,上,1,7,a,14,1,356,356,128
6,好几块，,总任务，,0,7,a,14,1,457,457,128
7,孩子们,静悄悄,0,7,a,14,1,467,467,128
8,看到后,俗话说,0,7,a,14,1,505,505,128
9,吓得,铜鼓,0,7,a,14,1,472,472,128
10,不轻。,乔木。,1,7,a,14,1,555,555,128
0,办公楼,xxx,0,NA,filler,25,1,429,429,128
1,下面,马虎,0,NA,filler,25,1,622,622,128
2,的,我,1,NA,filler,25,1,386,386,128
3,西餐厅,想打击,1,NA,filler,25,1,1559,1559,128
4,最少,喃喃,1,NA,filler,25,1,733,733,128
5,有,水,1,NA,filler,25,1,622,622,128
6,两三个，,不知情，,1,NA,filler,25,1,667,667,128
7,上班族,笑眯眯,0,NA,filler,25,1,618,618,128
8,很喜欢,参谋长,0,NA,filler,25,1,584,584,128
9,光顾。,蚂蚁。,1,NA,filler,25,1,821,821,128
0,戒指,xxx,0,8,d,9,1,509,509,128
1,旁边,兴奋,0,8,d,9,1,3665,3665,128
2,遗落,诸侯,0,8,d,9,1,1567,1567,128
3,的,就,0,8,d,9,1,401,401,128
4,发箍,舒畅,0,8,d,9,1,769,769,128
5,竟然,关系,0,8,d,9,1,488,488,128
6,有,那,0,8,d,9,1,407,407,128
7,两副，,柑桔，,0,8,d,9,1,582,582,128
8,客人,悄悄,1,8,d,9,0,2813,4314,128
9,退房时,委员会,0,8,d,9,1,810,810,128
10,没有,研究,0,8,d,9,1,412,412,128
11,注意到。,大多数。,0,8,d,9,1,479,479,128
0,这首,xxx,0,NA,filler,31,1,749,749,129
1,歌,粒,1,NA,filler,31,1,1384,1384,129
2,借鉴,侦察,0,NA,filler,31,1,1360,1360,129
3,的,也,0,NA,filler,31,1,682,682,129
4,古诗,崇拜,0,NA,filler,31,1,686,686,129
5,听上去,静悄悄,0,NA,filler,31,1,696,696,129
6,有,北,0,NA,filler,31,1,858,858,129
7,很多，,告诉，,0,NA,filler,31,1,622,622,129
8,评委,欺侮,1,NA,filler,31,1,792,792,129
9,听完后,销售额,1,NA,filler,31,1,791,791,129
10,给了,凤凰,1,NA,filler,31,1,617,617,129
11,很多,容易,0,NA,filler,31,1,1664,1664,129
12,建议。,辐射。,1,NA,filler,31,1,696,696,129
0,夹克,xxx,0,NA,filler,27,1,959,959,129
1,里,向,0,NA,filler,27,1,679,679,129
2,藏着,炎热,1,NA,filler,27,1,1080,1080,129
3,的,学,0,NA,filler,27,0,474,37993,129
4,钢笔,唠叨,1,NA,filler,27,1,1136,1136,129
5,看起来,介绍信,0,NA,filler,27,1,1032,1032,129
6,有,吃,0,NA,filler,27,1,648,648,129
7,两三个，,省政府，,0,NA,filler,27,1,600,600,129
8,律师,嘿嘿,0,NA,filler,27,1,656,656,129
9,时不时,牛仔裤,1,NA,filler,27,1,753,753,129
10,拿出来,放学后,0,NA,filler,27,1,816,816,129
11,看看。,苹果。,0,NA,filler,27,1,647,647,129
0,潜艇,xxx,0,7,a,21,1,676,676,129
1,击中,桃子,1,7,a,21,1,1632,1632,129
2,的,雪,0,7,a,21,1,737,737,129
3,货轮,炎热,1,7,a,21,1,719,719,129
4,竟然,蚂蚁,1,7,a,21,1,633,633,129
5,有,谁,0,7,a,21,1,711,711,129
6,三艘，,挑剔，,0,7,a,21,1,880,880,129
7,官方,牢牢,1,7,a,21,1,944,944,129
8,下令,羽毛,0,7,a,21,0,496,2392,129
9,立即,感觉,1,7,a,21,1,1056,1056,129
10,停止,玻璃,0,7,a,21,1,728,728,129
11,出海,咕咕,0,7,a,21,1,744,744,129
12,行程。,凶狠。,1,7,a,21,1,888,888,129
0,办公楼,xxx,0,NA,filler,25,1,519,519,129
1,下面,马虎,0,NA,filler,25,1,1590,1590,129
2,的,我,0,NA,filler,25,1,600,600,129
3,西餐厅,想打击,1,NA,filler,25,1,848,848,129
4,最少,喃喃,0,NA,filler,25,1,672,672,129
5,有,水,0,NA,filler,25,1,576,576,129
6,两三个，,不知情，,1,NA,filler,25,1,672,672,129
7,上班族,笑眯眯,1,NA,filler,25,1,809,809,129
8,很喜欢,参谋长,1,NA,filler,25,1,756,756,129
9,光顾。,蚂蚁。,0,NA,filler,25,1,974,974,129
0,大街,xxx,0,8,a,5,1,35101,35101,129
1,边上,姊妹,0,8,a,5,1,1096,1096,129
2,觅食,宇宙,1,8,a,5,1,1256,1256,129
3,的,个,0,8,a,5,1,472,472,129
4,小狗,惋惜,1,8,a,5,1,560,560,129
5,大约,证券,0,8,a,5,1,560,560,129
6,有,你,0,8,a,5,1,512,512,129
7,三四条，,相似度，,0,8,a,5,1,680,680,129
8,环卫工,解剖学,0,8,a,5,1,2016,2016,129
9,带了,音阶,0,8,a,5,1,544,544,129
10,一些,思想,0,8,a,5,1,515,515,129
11,食物,剥削,1,8,a,5,1,574,574,129
12,给,最,0,8,a,5,1,481,481,129
13,它们。,难以。,0,8,a,5,1,414,414,129
0,田地,xxx,0,NA,filler,30,1,11883,11883,129
1,里,大,1,NA,filler,30,1,1457,1457,129
2,的,咋,1,NA,filler,30,1,601,601,129
3,农户,诚恳,1,NA,filler,30,1,719,719,129
4,看上去,开汽车,1,NA,filler,30,1,657,657,129
5,有,么,1,NA,filler,30,1,583,583,129
6,很多个，,老朋友，,1,NA,filler,30,1,848,848,129
7,现在,材料,0,NA,filler,30,1,616,616,129
8,正是,脑筋,0,NA,filler,30,1,448,448,129
9,耕种,必须,0,NA,filler,30,1,1224,1224,129
10,的,对,1,NA,filler,30,1,616,616,129
11,季节。,难过。,0,NA,filler,30,1,544,544,129
0,清理,xxx,0,NA,filler,43,1,42542,42542,129
1,不掉,艺术,0,NA,filler,43,1,1450,1450,129
2,的,手,0,NA,filler,43,1,607,607,129
3,泡泡糖,一路上,0,NA,filler,43,1,583,583,129
4,有,木,1,NA,filler,43,1,1048,1048,129
5,好几层，,占优势，,0,NA,filler,43,1,1121,1121,129
6,值日生,大幅度,1,NA,filler,43,1,830,830,129
7,还是在,照相机,0,NA,filler,43,1,698,698,129
8,不停地,教育学,0,NA,filler,43,1,560,560,129
9,擦拭。,设备。,0,NA,filler,43,1,800,800,129
0,鲜花,xxx,0,8,b,2,1,869,869,129
1,里,嘿,1,8,b,2,1,672,672,129
2,混着,障碍,1,8,b,2,1,1096,1096,129
3,的,也,0,8,b,2,1,720,720,129
4,石子儿,驾驶员,1,8,b,2,1,840,840,129
5,至少,秩序,1,8,b,2,1,641,641,129
6,有,你,1,8,b,2,1,751,751,129
7,十几颗，,打架了，,1,8,b,2,1,616,616,129
8,买家,艰难,1,8,b,2,1,719,719,129
9,到家后,想不到,0,8,b,2,1,705,705,129
10,才,梦,1,8,b,2,1,568,568,129
11,看到。,领导。,0,8,b,2,1,560,560,129
0,散发,xxx,0,NA,filler,47,1,560,560,129
1,臭气,检修,0,NA,filler,47,1,1054,1054,129
2,的,总,0,NA,filler,47,1,521,521,129
3,垃圾,端详,0,NA,filler,47,1,817,817,129
4,这里,第二,0,NA,filler,47,1,808,808,129
5,有,不,0,NA,filler,47,1,495,495,129
6,好几堆，,玫瑰花，,1,NA,filler,47,1,871,871,129
7,物业,胸脯,1,NA,filler,47,1,617,617,129
8,已经,思想,0,NA,filler,47,1,616,616,129
9,忽视,妹妹,1,NA,filler,47,1,705,705,129
