#,Subject,0,Item,0,Condition,0,Word,#,#,#,#,RT,#,#
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,164,0,Filler,56,6,egyetemi,weboldal,1,yes,1247,"A tan‡rsegŽd azt kŽrdezte, hogy az egyetemi ny’lt nap szombaton lesz-e megtartva.",1247
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,164,0,Filler,56,7,ny’lt,kšzŸl,0,yes,2207,"A tan‡rsegŽd azt kŽrdezte, hogy az egyetemi ny’lt nap szombaton lesz-e megtartva.",2207
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,164,0,Filler,56,8,nap,’z_,0,yes,718,"A tan‡rsegŽd azt kŽrdezte, hogy az egyetemi ny’lt nap szombaton lesz-e megtartva.",718
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,164,0,Filler,56,9,szombaton,sz‡mtalan,0,yes,1748,"A tan‡rsegŽd azt kŽrdezte, hogy az egyetemi ny’lt nap szombaton lesz-e megtartva.",1748
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,164,0,Filler,56,10,lesz-e,tŽny-e,0,yes,931,"A tan‡rsegŽd azt kŽrdezte, hogy az egyetemi ny’lt nap szombaton lesz-e megtartva.",931
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,164,0,Filler,56,11,megtartva.,elismerni.,0,yes,1501,"A tan‡rsegŽd azt kŽrdezte, hogy az egyetemi ny’lt nap szombaton lesz-e megtartva.",1501
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,27,0,Expt-C,4,0,A,x-x-x,0,yes,829,"A mŽrnšk, akit ideges’tett az elemz_ m‡r sok Žve, besz‡molt a projektr_l.",829
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,27,0,Expt-C,4,1,"mŽrnšk,","kšrŽbe,",1,yes,1409,"A mŽrnšk, akit ideges’tett az elemz_ m‡r sok Žve, besz‡molt a projektr_l.",1409
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,27,0,Expt-C,4,2,akit,n_it,0,yes,875,"A mŽrnšk, akit ideges’tett az elemz_ m‡r sok Žve, besz‡molt a projektr_l.",875
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,27,0,Expt-C,4,3,ideges’tett,tananyagnak,0,yes,1345,"A mŽrnšk, akit ideges’tett az elemz_ m‡r sok Žve, besz‡molt a projektr_l.",1345
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,27,0,Expt-C,4,4,az,j—,0,yes,778,"A mŽrnšk, akit ideges’tett az elemz_ m‡r sok Žve, besz‡molt a projektr_l.",778
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,27,0,Expt-C,4,5,elemz_,r‡g—z—,1,yes,1476,"A mŽrnšk, akit ideges’tett az elemz_ m‡r sok Žve, besz‡molt a projektr_l.",1476
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,27,0,Expt-C,4,6,m‡r,apa,1,yes,1892,"A mŽrnšk, akit ideges’tett az elemz_ m‡r sok Žve, besz‡molt a projektr_l.",1892
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,27,0,Expt-C,4,7,sok,mŽg,1,yes,1757,"A mŽrnšk, akit ideges’tett az elemz_ m‡r sok Žve, besz‡molt a projektr_l.",1757
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,27,0,Expt-C,4,8,"Žve,","el_,",1,yes,975,"A mŽrnšk, akit ideges’tett az elemz_ m‡r sok Žve, besz‡molt a projektr_l.",975
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,27,0,Expt-C,4,9,besz‡molt,kŽsz’tŸnk,1,yes,1674,"A mŽrnšk, akit ideges’tett az elemz_ m‡r sok Žve, besz‡molt a projektr_l.",1674
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,27,0,Expt-C,4,10,a,—,1,yes,854,"A mŽrnšk, akit ideges’tett az elemz_ m‡r sok Žve, besz‡molt a projektr_l.",854
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,27,0,Expt-C,4,11,projektr_l.,kijav’t‡st.,1,yes,1196,"A mŽrnšk, akit ideges’tett az elemz_ m‡r sok Žve, besz‡molt a projektr_l.",1196
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,145,0,Filler,37,0,"Az,","x-x-x,",0,yes,1449,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",1449
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,145,0,Filler,37,1,hogy,Žven,1,yes,798,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",798
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,145,0,Filler,37,2,a,—,1,yes,818,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",818
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,145,0,Filler,37,3,nagymama,kŽrdŽsed,1,no,3685,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,145,0,Filler,37,4,kar‡csonykor,kšzigazgat‡s,1,no,,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,145,0,Filler,37,5,sonk‡t,t‡bora,1,no,,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,145,0,Filler,37,6,szolg‡lt,veszŽlyt,0,no,,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,145,0,Filler,37,7,"fel,","t_z,",1,no,,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,145,0,Filler,37,8,a,‡,1,no,,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,145,0,Filler,37,9,teljes,csup‡n,1,no,,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,145,0,Filler,37,10,csal‡dnak,felesŽgŸl,0,no,,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,145,0,Filler,37,11,šršmet,regŽny,1,no,,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,145,0,Filler,37,12,szerzett.,Žvfolyam.,0,no,,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,113,0,Expt-A,26,0,A,x-x-x,0,yes,689,"A filoz—fus, aki idŽzte a nyelvŽszt egy nemzetkšzi konferenci‡n, tan’tott egy kurzust.",689
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,113,0,Expt-A,26,1,"filoz—fus,","kerŸltŸnk,",0,yes,1076,"A filoz—fus, aki idŽzte a nyelvŽszt egy nemzetkšzi konferenci‡n, tan’tott egy kurzust.",1076
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,113,0,Expt-A,26,2,aki,mai,1,yes,857,"A filoz—fus, aki idŽzte a nyelvŽszt egy nemzetkšzi konferenci‡n, tan’tott egy kurzust.",857
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,113,0,Expt-A,26,3,idŽzte,krŽmes,1,yes,2193,"A filoz—fus, aki idŽzte a nyelvŽszt egy nemzetkšzi konferenci‡n, tan’tott egy kurzust.",2193
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,113,0,Expt-A,26,4,a,—,0,yes,598,"A filoz—fus, aki idŽzte a nyelvŽszt egy nemzetkšzi konferenci‡n, tan’tott egy kurzust.",598
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,113,0,Expt-A,26,5,nyelvŽszt,le’r‡s‡ba,0,yes,1324,"A filoz—fus, aki idŽzte a nyelvŽszt egy nemzetkšzi konferenci‡n, tan’tott egy kurzust.",1324
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,113,0,Expt-A,26,6,egy,m’g,0,yes,1633,"A filoz—fus, aki idŽzte a nyelvŽszt egy nemzetkšzi konferenci‡n, tan’tott egy kurzust.",1633
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,113,0,Expt-A,26,7,nemzetkšzi,haszn‡lata,1,yes,993,"A filoz—fus, aki idŽzte a nyelvŽszt egy nemzetkšzi konferenci‡n, tan’tott egy kurzust.",993
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,113,0,Expt-A,26,8,"konferenci‡n,","haszn‡lat‡ra,",0,yes,865,"A filoz—fus, aki idŽzte a nyelvŽszt egy nemzetkšzi konferenci‡n, tan’tott egy kurzust.",865
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,113,0,Expt-A,26,9,tan’tott,kŽtsŽges,0,no,3913,"A filoz—fus, aki idŽzte a nyelvŽszt egy nemzetkšzi konferenci‡n, tan’tott egy kurzust.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,113,0,Expt-A,26,10,egy,elŽ,1,no,,"A filoz—fus, aki idŽzte a nyelvŽszt egy nemzetkšzi konferenci‡n, tan’tott egy kurzust.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,113,0,Expt-A,26,11,kurzust.,hajt—m_.,0,no,,"A filoz—fus, aki idŽzte a nyelvŽszt egy nemzetkšzi konferenci‡n, tan’tott egy kurzust.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,144,0,Filler,36,0,"Az,","x-x-x,",0,yes,577,"Az, hogy a kisfiœnak megvette az anyuk‡ja lŽzerkardot, fŽltŽkennyŽ tette a testvŽreit.",577
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,144,0,Filler,36,1,hogy,al—l,1,yes,859,"Az, hogy a kisfiœnak megvette az anyuk‡ja lŽzerkardot, fŽltŽkennyŽ tette a testvŽreit.",859
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,144,0,Filler,36,2,a,—,1,yes,571,"Az, hogy a kisfiœnak megvette az anyuk‡ja lŽzerkardot, fŽltŽkennyŽ tette a testvŽreit.",571
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,144,0,Filler,36,3,kisfiœnak,dšntŽseik,1,yes,4649,"Az, hogy a kisfiœnak megvette az anyuk‡ja lŽzerkardot, fŽltŽkennyŽ tette a testvŽreit.",4649
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,144,0,Filler,36,4,megvette,testsœly,1,no,2214,"Az, hogy a kisfiœnak megvette az anyuk‡ja lŽzerkardot, fŽltŽkennyŽ tette a testvŽreit.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,144,0,Filler,36,5,az,Ÿt,1,no,,"Az, hogy a kisfiœnak megvette az anyuk‡ja lŽzerkardot, fŽltŽkennyŽ tette a testvŽreit.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,144,0,Filler,36,6,anyuk‡ja,Ÿgyletek,0,no,,"Az, hogy a kisfiœnak megvette az anyuk‡ja lŽzerkardot, fŽltŽkennyŽ tette a testvŽreit.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,144,0,Filler,36,7,"lŽzerkardot,","intŽzhetŸnk,",1,no,,"Az, hogy a kisfiœnak megvette az anyuk‡ja lŽzerkardot, fŽltŽkennyŽ tette a testvŽreit.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,144,0,Filler,36,8,fŽltŽkennyŽ,sz—l—lemezt,1,no,,"Az, hogy a kisfiœnak megvette az anyuk‡ja lŽzerkardot, fŽltŽkennyŽ tette a testvŽreit.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,144,0,Filler,36,9,tette,index,0,no,,"Az, hogy a kisfiœnak megvette az anyuk‡ja lŽzerkardot, fŽltŽkennyŽ tette a testvŽreit.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,144,0,Filler,36,10,a,_,1,no,,"Az, hogy a kisfiœnak megvette az anyuk‡ja lŽzerkardot, fŽltŽkennyŽ tette a testvŽreit.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,144,0,Filler,36,11,testvŽreit.,kšnyvv‡s‡r.,1,no,,"Az, hogy a kisfiœnak megvette az anyuk‡ja lŽzerkardot, fŽltŽkennyŽ tette a testvŽreit.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,102,0,Expt-B,23,0,A,x-x-x,0,yes,650,"A szen‡tor, aki az elnškšt h‡borgatta a t‡rgyal‡st kšvet_en, meg’rt sz‡mos levelet.",650
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,102,0,Expt-B,23,1,"szen‡tor,","emeletre,",0,yes,882,"A szen‡tor, aki az elnškšt h‡borgatta a t‡rgyal‡st kšvet_en, meg’rt sz‡mos levelet.",882
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,102,0,Expt-B,23,2,aki,es_,0,yes,728,"A szen‡tor, aki az elnškšt h‡borgatta a t‡rgyal‡st kšvet_en, meg’rt sz‡mos levelet.",728
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,102,0,Expt-B,23,3,az,fa,1,yes,1570,"A szen‡tor, aki az elnškšt h‡borgatta a t‡rgyal‡st kšvet_en, meg’rt sz‡mos levelet.",1570
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,102,0,Expt-B,23,4,elnškšt,lej‡rta,0,yes,792,"A szen‡tor, aki az elnškšt h‡borgatta a t‡rgyal‡st kšvet_en, meg’rt sz‡mos levelet.",792
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,102,0,Expt-B,23,5,h‡borgatta,projekci—k,1,yes,1211,"A szen‡tor, aki az elnškšt h‡borgatta a t‡rgyal‡st kšvet_en, meg’rt sz‡mos levelet.",1211
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,102,0,Expt-B,23,6,a,—,1,yes,693,"A szen‡tor, aki az elnškšt h‡borgatta a t‡rgyal‡st kšvet_en, meg’rt sz‡mos levelet.",693
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,102,0,Expt-B,23,7,t‡rgyal‡st,‡rfolyamon,1,yes,1115,"A szen‡tor, aki az elnškšt h‡borgatta a t‡rgyal‡st kšvet_en, meg’rt sz‡mos levelet.",1115
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,102,0,Expt-B,23,8,"kšvet_en,","csin‡lni,",1,yes,1030,"A szen‡tor, aki az elnškšt h‡borgatta a t‡rgyal‡st kšvet_en, meg’rt sz‡mos levelet.",1030
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,102,0,Expt-B,23,9,meg’rt,rŽgi—k,0,yes,7481,"A szen‡tor, aki az elnškšt h‡borgatta a t‡rgyal‡st kšvet_en, meg’rt sz‡mos levelet.",7481
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,102,0,Expt-B,23,10,sz‡mos,tudjuk,1,yes,1211,"A szen‡tor, aki az elnškšt h‡borgatta a t‡rgyal‡st kšvet_en, meg’rt sz‡mos levelet.",1211
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,102,0,Expt-B,23,11,levelet.,sz—beli.,0,yes,2083,"A szen‡tor, aki az elnškšt h‡borgatta a t‡rgyal‡st kšvet_en, meg’rt sz‡mos levelet.",2083
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,160,0,Filler,52,0,Annak,x-x-x,0,yes,881,"Annak a val—sz’n_sŽge, hogy az almatorta mŽg a vendŽgek ŽrkezŽse el_tt elkŽszŸljšn, percr_l percre csškkent.",881
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,160,0,Filler,52,1,a,—,1,yes,747,"Annak a val—sz’n_sŽge, hogy az almatorta mŽg a vendŽgek ŽrkezŽse el_tt elkŽszŸljšn, percr_l percre csškkent.",747
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,160,0,Filler,52,2,"val—sz’n_sŽge,","szerkezetŽnek,",0,yes,976,"Annak a val—sz’n_sŽge, hogy az almatorta mŽg a vendŽgek ŽrkezŽse el_tt elkŽszŸljšn, percr_l percre csškkent.",976
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,160,0,Filler,52,3,hogy,z‡rt,0,yes,870,"Annak a val—sz’n_sŽge, hogy az almatorta mŽg a vendŽgek ŽrkezŽse el_tt elkŽszŸljšn, percr_l percre csškkent.",870
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,160,0,Filler,52,4,az,h_,0,yes,845,"Annak a val—sz’n_sŽge, hogy az almatorta mŽg a vendŽgek ŽrkezŽse el_tt elkŽszŸljšn, percr_l percre csškkent.",845
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,160,0,Filler,52,5,almatorta,eligazodj,1,yes,1726,"Annak a val—sz’n_sŽge, hogy az almatorta mŽg a vendŽgek ŽrkezŽse el_tt elkŽszŸljšn, percr_l percre csškkent.",1726
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,160,0,Filler,52,6,mŽg,n_k,0,yes,3693,"Annak a val—sz’n_sŽge, hogy az almatorta mŽg a vendŽgek ŽrkezŽse el_tt elkŽszŸljšn, percr_l percre csškkent.",3693
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,160,0,Filler,52,7,a,_,1,yes,1132,"Annak a val—sz’n_sŽge, hogy az almatorta mŽg a vendŽgek ŽrkezŽse el_tt elkŽszŸljšn, percr_l percre csškkent.",1132
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,160,0,Filler,52,8,vendŽgek,irodalom,0,yes,964,"Annak a val—sz’n_sŽge, hogy az almatorta mŽg a vendŽgek ŽrkezŽse el_tt elkŽszŸljšn, percr_l percre csškkent.",964
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,160,0,Filler,52,9,ŽrkezŽse,alapokon,1,yes,1185,"Annak a val—sz’n_sŽge, hogy az almatorta mŽg a vendŽgek ŽrkezŽse el_tt elkŽszŸljšn, percr_l percre csškkent.",1185
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,160,0,Filler,52,10,el_tt,Žvben,0,yes,722,"Annak a val—sz’n_sŽge, hogy az almatorta mŽg a vendŽgek ŽrkezŽse el_tt elkŽszŸljšn, percr_l percre csškkent.",722
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,160,0,Filler,52,11,"elkŽszŸljšn,","bekšltšzštt,",1,yes,1136,"Annak a val—sz’n_sŽge, hogy az almatorta mŽg a vendŽgek ŽrkezŽse el_tt elkŽszŸljšn, percr_l percre csškkent.",1136
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,160,0,Filler,52,12,percr_l,felhagy,1,yes,1399,"Annak a val—sz’n_sŽge, hogy az almatorta mŽg a vendŽgek ŽrkezŽse el_tt elkŽszŸljšn, percr_l percre csškkent.",1399
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,160,0,Filler,52,13,percre,rŽszek,1,yes,736,"Annak a val—sz’n_sŽge, hogy az almatorta mŽg a vendŽgek ŽrkezŽse el_tt elkŽszŸljšn, percr_l percre csškkent.",736
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,160,0,Filler,52,14,csškkent.,szeretne.,1,yes,979,"Annak a val—sz’n_sŽge, hogy az almatorta mŽg a vendŽgek ŽrkezŽse el_tt elkŽszŸljšn, percr_l percre csškkent.",979
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,80,0,Expt-D,17,0,A,x-x-x,0,yes,837,"A sz‡jh_s, akit az oszt‡lyt‡rsa provok‡lt m‡sodik —ra el_tt, kimagyar‡zta a helyzetet.",837
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,80,0,Expt-D,17,1,"sz‡jh_s,","belšvik,",1,yes,1028,"A sz‡jh_s, akit az oszt‡lyt‡rsa provok‡lt m‡sodik —ra el_tt, kimagyar‡zta a helyzetet.",1028
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,80,0,Expt-D,17,2,akit,tŽli,1,yes,725,"A sz‡jh_s, akit az oszt‡lyt‡rsa provok‡lt m‡sodik —ra el_tt, kimagyar‡zta a helyzetet.",725
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,80,0,Expt-D,17,3,az,ok,1,yes,2295,"A sz‡jh_s, akit az oszt‡lyt‡rsa provok‡lt m‡sodik —ra el_tt, kimagyar‡zta a helyzetet.",2295
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,80,0,Expt-D,17,4,oszt‡lyt‡rsa,takarm‡nyokŽ,1,yes,2182,"A sz‡jh_s, akit az oszt‡lyt‡rsa provok‡lt m‡sodik —ra el_tt, kimagyar‡zta a helyzetet.",2182
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,80,0,Expt-D,17,5,provok‡lt,s_r_sšdne,0,yes,967,"A sz‡jh_s, akit az oszt‡lyt‡rsa provok‡lt m‡sodik —ra el_tt, kimagyar‡zta a helyzetet.",967
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,80,0,Expt-D,17,6,m‡sodik,terŸlet,0,yes,1883,"A sz‡jh_s, akit az oszt‡lyt‡rsa provok‡lt m‡sodik —ra el_tt, kimagyar‡zta a helyzetet.",1883
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,80,0,Expt-D,17,7,—ra,sem,1,yes,1275,"A sz‡jh_s, akit az oszt‡lyt‡rsa provok‡lt m‡sodik —ra el_tt, kimagyar‡zta a helyzetet.",1275
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,80,0,Expt-D,17,8,"el_tt,","minŽl,",0,yes,722,"A sz‡jh_s, akit az oszt‡lyt‡rsa provok‡lt m‡sodik —ra el_tt, kimagyar‡zta a helyzetet.",722
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,80,0,Expt-D,17,9,kimagyar‡zta,rakom‡ny‡nak,1,yes,1172,"A sz‡jh_s, akit az oszt‡lyt‡rsa provok‡lt m‡sodik —ra el_tt, kimagyar‡zta a helyzetet.",1172
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,80,0,Expt-D,17,10,a,‡,1,yes,763,"A sz‡jh_s, akit az oszt‡lyt‡rsa provok‡lt m‡sodik —ra el_tt, kimagyar‡zta a helyzetet.",763
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,80,0,Expt-D,17,11,helyzetet.,v‡llalati.,1,yes,996,"A sz‡jh_s, akit az oszt‡lyt‡rsa provok‡lt m‡sodik —ra el_tt, kimagyar‡zta a helyzetet.",996
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,175,0,Filler,67,0,Nyilv‡nval—,x-x-x,0,yes,981,"Nyilv‡nval— volt, hogy a hivatalnok h_sies tetteinek kšszšnhet_en fog ŽrdemŽrmet kapni jšv_ tavasszal.",981
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,175,0,Filler,67,1,"volt,","kŽne,",1,yes,750,"Nyilv‡nval— volt, hogy a hivatalnok h_sies tetteinek kšszšnhet_en fog ŽrdemŽrmet kapni jšv_ tavasszal.",750
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,175,0,Filler,67,2,hogy,vett,1,yes,950,"Nyilv‡nval— volt, hogy a hivatalnok h_sies tetteinek kšszšnhet_en fog ŽrdemŽrmet kapni jšv_ tavasszal.",950
,,,,,,,,,,,,,,
